1,6.66E-05,6.66E-05,0.000154029,5.12E-05,3.08E-05,1.90E-05,3.51E-07,6.66E-05,5.00E-06,5.01E-08,2.70E-06,5.12E-05,7.68E-06,5.12E-05,0.000115497,3.96E-05,6.66E-05,0.000207431,5.84E-08,1.51E-05,0.000154029,8.74E-05,0.000207431,3.08E-05,0.000154029,0.000207431,1.51E-05,0.000154029,4.06E-06,0.000154029,8.74E-05,3.96E-05,0.000154029,5.12E-05,6.18E-06,0.000207431,5.12E-05,8.74E-05,0.000115497,0.000207431,0.000207431,0.000154029,1.78E-07,6.66E-05,5.12E-05,8.74E-05,0.000115497,0.000154029,0.000115497,6.66E-05,6.66E-05,0.000207431,3.96E-05,5.12E-05,1.90E-05,0.000115497,0.000207431,3.08E-05,5.12E-05,3.08E-05,3.08E-05,0.000154029,3.08E-05,3.08E-05,5.00E-06,0.000207431,0.000207431,0.000207431,0.00028239,0.000115497,6.66E-05,6.66E-05,0.000207431,5.12E-05,0.000115497,0.000207431,6.66E-05,2.42E-05,1.20E-05,0.000115497,0.000207431,0.000207431,0.000207431,0.000207431,0.000154029,0.000207431,0.000207431,0.000154029
6.66E-05,1,0.00077124,0.002486772,0.00028239,0.00028239,0.000154029,1.50E-06,0.00077124,3.08E-05,1.78E-07,9.57E-06,0.000543572,3.08E-05,0.000543572,0.001643682,0.000389123,0.00077124,0.003879961,1.51E-07,0.000115497,0.002486772,0.001114112,0.003879961,0.00028239,0.002486772,0.003879961,0.000115497,0.002486772,2.42E-05,0.002486772,0.001114112,0.000389123,0.002486772,0.000543572,3.96E-05,0.003879961,0.000543572,0.001114112,0.001643682,0.003879961,0.003879961,0.002486772,7.12E-07,0.00077124,0.000543572,0.001114112,0.001643682,0.002486772,0.001643682,0.00077124,0.00077124,0.003879961,0.000389123,0.000543572,0.000154029,0.001643682,0.003879961,0.00028239,0.000543572,0.00028239,0.00028239,0.002486772,0.000154029,0.00028239,3.08E-05,0.003879961,0.003879961,0.003879961,0.006293766,0.00077124,0.00077124,0.00077124,0.003879961,0.000543572,0.001643682,0.003879961,0.00077124,0.000207431,8.74E-05,0.001643682,0.003879961,0.003879961,0.003879961,0.003879961,0.002486772,0.003879961,0.003879961,0.002486772
6.66E-05,0.00077124,1,0.002486772,0.00028239,0.00028239,0.000154029,1.50E-06,0.00077124,5.12E-05,2.49E-07,1.51E-05,0.000543572,5.12E-05,0.000543572,0.001643682,0.000389123,0.00077124,0.003879961,2.11E-07,0.000115497,0.002486772,0.001114112,0.003879961,0.001114112,0.002486772,0.003879961,0.000115497,0.002486772,2.42E-05,0.002486772,0.001114112,0.000389123,0.002486772,0.000543572,3.96E-05,0.003879961,0.000543572,0.001114112,0.001643682,0.003879961,0.003879961,0.002486772,1.03E-06,0.00077124,0.000543572,0.001114112,0.001643682,0.002486772,0.001643682,0.00077124,0.00077124,0.003879961,0.000389123,0.000543572,0.000154029,0.001643682,0.003879961,0.00028239,0.000543572,0.00028239,0.00028239,0.002486772,0.000154029,0.00028239,3.08E-05,0.003879961,0.003879961,0.003879961,0.006293766,0.00077124,0.00077124,0.00077124,0.003879961,0.000543572,0.001643682,0.003879961,0.00077124,0.000207431,8.74E-05,0.001643682,0.003879961,0.003879961,0.003879961,0.003879961,0.002486772,0.003879961,0.003879961,0.002486772
0.000154029,0.002486772,0.002486772,1,0.00077124,0.00077124,0.000389123,2.70E-06,0.002486772,6.66E-05,2.95E-07,1.90E-05,0.001643682,6.66E-05,0.001643682,0.006293766,0.001114112,0.002486772,0.019726203,2.49E-07,0.00028239,0.010746965,0.003879961,0.019726203,0.00077124,0.010746965,0.019726203,0.00028239,0.010746965,5.12E-05,0.010746965,0.003879961,0.001114112,0.010746965,0.001643682,8.74E-05,0.019726203,0.207945,0.003879961,0.382285,0.019726203,0.019726203,0.010746965,1.24E-06,0.002486772,0.001643682,0.003879961,0.006293766,0.316815,0.006293766,0.14194,0.002486772,0.019726203,0.001114112,0.001643682,0.000389123,0.82459,0.019726203,0.21776,0.001643682,0.00077124,0.00077124,0.010746965,0.000389123,0.00077124,6.66E-05,0.019726203,0.019726203,0.019726203,0.040542344,0.002486772,0.002486772,0.002486772,0.019726203,0.001643682,0.006293766,0.019726203,0.002486772,0.000543572,0.000207431,0.006293766,0.019726203,0.019726203,0.019726203,0.019726203,0.010746965,0.019726203,0.019726203,0.010746965
5.12E-05,0.00028239,0.00028239,0.00077124,1,0.000115497,6.66E-05,8.55E-07,0.00028239,2.42E-05,2.11E-07,7.68E-06,0.000207431,2.42E-05,0.000207431,0.000543572,0.000154029,0.000543572,0.001114112,1.29E-07,5.12E-05,0.00077124,0.000389123,0.001114112,0.000115497,0.00077124,0.001114112,5.12E-05,0.00077124,1.20E-05,0.00077124,0.000389123,0.000154029,0.00077124,0.000207431,1.90E-05,0.001114112,0.000207431,0.000389123,0.000543572,0.001114112,0.001114112,0.00077124,4.17E-07,0.00028239,0.000207431,0.000389123,0.000543572,0.00077124,0.001114112,0.00028239,0.00028239,0.001114112,0.000154029,0.000207431,6.66E-05,0.000543572,0.001114112,0.000115497,0.000207431,0.000115497,0.000115497,0.001643682,6.66E-05,0.000115497,1.51E-05,0.001114112,0.001114112,0.001114112,0.001643682,0.001114112,0.00028239,0.00028239,0.001114112,0.000207431,0.000543572,0.001114112,0.00028239,8.74E-05,3.96E-05,0.000543572,0.002486772,0.002486772,0.002486772,0.001114112,0.00077124,0.001114112,0.001114112,0.00077124
3.08E-05,0.00028239,0.00028239,0.00077124,0.000115497,1,6.66E-05,8.55E-07,0.00028239,1.51E-05,1.10E-07,5.00E-06,0.000207431,1.51E-05,0.000207431,0.000543572,0.000154029,0.00028239,0.001114112,9.34E-08,5.12E-05,0.00077124,0.000389123,0.001114112,0.000115497,0.00077124,0.001114112,5.12E-05,0.00077124,1.20E-05,0.00077124,0.000389123,0.000154029,0.00077124,0.000207431,1.90E-05,0.001114112,0.000207431,0.000389123,0.000543572,0.001114112,0.001114112,0.00077124,4.17E-07,0.00028239,0.000207431,0.000389123,0.000543572,0.00077124,0.000543572,0.00028239,0.00028239,0.001114112,0.000154029,0.000207431,6.66E-05,0.000543572,0.001114112,0.000115497,0.000207431,0.000115497,0.000115497,0.00077124,6.66E-05,0.000115497,1.51E-05,0.001114112,0.001114112,0.001114112,0.001643682,0.00028239,0.00028239,0.00028239,0.001114112,0.000207431,0.000543572,0.001114112,0.00028239,8.74E-05,3.96E-05,0.000543572,0.001114112,0.001114112,0.001114112,0.001114112,0.00077124,0.001114112,0.001114112,0.00077124
1.90E-05,0.000154029,0.000154029,0.000389123,6.66E-05,6.66E-05,1,5.95E-07,0.000154029,9.57E-06,1.10E-07,5.00E-06,0.000115497,9.57E-06,0.000115497,0.00028239,8.74E-05,0.000154029,0.000543572,6.82E-08,3.08E-05,0.000389123,0.000207431,0.000543572,0.000115497,0.000389123,0.000543572,3.08E-05,0.000389123,7.68E-06,0.000389123,0.000207431,8.74E-05,0.000389123,0.000115497,1.20E-05,0.000543572,0.000115497,0.000207431,0.00028239,0.000543572,0.000543572,0.000389123,2.95E-07,0.000154029,0.000115497,0.000207431,0.00028239,0.000389123,0.00028239,0.000154029,0.000154029,0.000543572,0.000154029,0.000115497,3.96E-05,0.00028239,0.000543572,6.66E-05,0.000115497,6.66E-05,6.66E-05,0.000389123,3.96E-05,6.66E-05,9.57E-06,0.000543572,0.000543572,0.000543572,0.00077124,0.000154029,0.000154029,0.000154029,0.000543572,0.000115497,0.00028239,0.000543572,0.000154029,5.12E-05,2.42E-05,0.00028239,0.000543572,0.000543572,0.000543572,0.000543572,0.000389123,0.000543572,0.000543572,0.000389123
3.51E-07,1.50E-06,1.50E-06,2.70E-06,8.55E-07,8.55E-07,5.95E-07,1,1.50E-06,2.11E-07,5.81E-09,1.78E-07,1.24E-06,2.95E-07,1.24E-06,2.21E-06,1.03E-06,1.50E-06,3.31E-06,5.08E-09,4.98E-07,2.70E-06,1.82E-06,3.31E-06,0.150955,2.70E-06,0.260875,4.98E-07,2.70E-06,0.194855,2.70E-06,1.82E-06,1.03E-06,2.70E-06,1.24E-06,2.49E-07,3.31E-06,1.24E-06,1.82E-06,2.21E-06,3.31E-06,3.31E-06,2.70E-06,0.1146,1.50E-06,1.24E-06,1.82E-06,2.21E-06,2.70E-06,2.21E-06,1.50E-06,1.50E-06,3.31E-06,1.03E-06,1.24E-06,5.95E-07,2.21E-06,3.31E-06,8.55E-07,1.24E-06,8.55E-07,8.55E-07,2.70E-06,0.766775,8.55E-07,2.11E-07,3.31E-06,3.31E-06,3.31E-06,4.06E-06,1.50E-06,1.50E-06,1.50E-06,3.31E-06,1.24E-06,2.21E-06,3.31E-06,1.50E-06,7.12E-07,4.17E-07,2.21E-06,3.31E-06,3.31E-06,3.31E-06,3.31E-06,2.70E-06,3.31E-06,5.00E-06,2.70E-06
6.66E-05,0.00077124,0.00077124,0.002486772,0.00028239,0.00028239,0.000154029,1.50E-06,1,3.08E-05,1.78E-07,9.57E-06,0.000543572,3.08E-05,0.000543572,0.001643682,0.000389123,0.00077124,0.003879961,1.51E-07,0.000115497,0.002486772,0.001114112,0.003879961,0.00028239,0.002486772,0.003879961,0.000115497,0.002486772,2.42E-05,0.002486772,0.001114112,0.000389123,0.002486772,0.000543572,3.96E-05,0.003879961,0.000543572,0.001114112,0.001643682,0.003879961,0.003879961,0.002486772,7.12E-07,0.00077124,0.000543572,0.001114112,0.001643682,0.002486772,0.001643682,0.00077124,0.00077124,0.003879961,0.000389123,0.000543572,0.000154029,0.001643682,0.003879961,0.00028239,0.000543572,0.00028239,0.00028239,0.002486772,0.000154029,0.00028239,3.08E-05,0.003879961,0.003879961,0.003879961,0.006293766,0.00077124,0.00077124,0.00077124,0.003879961,0.000543572,0.001643682,0.003879961,0.00077124,0.000207431,8.74E-05,0.001643682,0.003879961,0.003879961,0.003879961,0.003879961,0.002486772,0.003879961,0.003879961,0.002486772
5.00E-06,3.08E-05,5.12E-05,6.66E-05,2.42E-05,1.51E-05,9.57E-06,2.11E-07,3.08E-05,1,4.30E-08,2.21E-06,2.42E-05,6.18E-06,2.42E-05,5.12E-05,1.90E-05,3.08E-05,8.74E-05,3.70E-08,7.68E-06,6.66E-05,3.96E-05,8.74E-05,1.51E-05,6.66E-05,8.74E-05,7.68E-06,6.66E-05,2.21E-06,6.66E-05,3.96E-05,1.90E-05,6.66E-05,2.42E-05,3.31E-06,8.74E-05,2.42E-05,3.96E-05,5.12E-05,8.74E-05,8.74E-05,6.66E-05,1.51E-07,3.08E-05,2.42E-05,3.96E-05,5.12E-05,6.66E-05,8.74E-05,3.08E-05,3.08E-05,8.74E-05,1.90E-05,2.42E-05,9.57E-06,5.12E-05,8.74E-05,1.51E-05,2.42E-05,1.51E-05,1.51E-05,6.66E-05,9.57E-06,1.51E-05,2.70E-06,8.74E-05,8.74E-05,8.74E-05,0.000115497,5.12E-05,3.08E-05,3.08E-05,8.74E-05,2.42E-05,5.12E-05,8.74E-05,3.08E-05,1.20E-05,6.18E-06,5.12E-05,0.000154029,0.000154029,0.000154029,8.74E-05,6.66E-05,8.74E-05,8.74E-05,6.66E-05
